id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zipcode,geometry
36301951,"Historic Bldg - DuPont Circle, Walk to Metro, NEW!",17633,Charlotte (& Anna-Regina),,"Dupont Circle, Connecticut Avenue/K Street",38.91915,-77.0363,Entire home/apt,199,2,4,2019-11-23,0.86,54,290,20009,POINT (-77.0363 38.91915)
36302896,"The St. Gregory Hotel, One Bedroom King Suite",268622314,St.Gregory Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.90658,-77.04664,Private room,100,1,0,,,13,286,20036,POINT (-77.04664 38.90658)
36305562,"The St Gregory Hotel, Park View Suite ADA",268622314,St.Gregory Hotel,,"West End, Foggy Bottom, GWU",38.90562,-77.04746,Private room,100,1,0,,,13,7,20036,POINT (-77.04746 38.90562)
36306014,Spacious 2bed/2bath Apt in Dupont Circle,273041182,Ajoe,,"West End, Foggy Bottom, GWU",38.907540000000004,-77.04749,Private room,73,1,0,,,1,235,20036,POINT (-77.04749 38.90754)
36306073,"The St. Gregory Hotel, Double Queen Suite",268622314,St.Gregory Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.906459999999996,-77.0457,Private room,100,1,0,,,13,285,20036,POINT (-77.0457 38.90646)
36311917,CHARMING English Basement w/ FULL W/D & Kitchen!,42995979,Rachel,,"Brightwood Park, Crestwood, Petworth",38.95534,-77.02906999999999,Entire home/apt,60,3,22,2020-02-18,2.95,1,55,20011,POINT (-77.02906999999999 38.95534)
36314118,Walkable NOMA Metro Work / Weekend Location!,10208831,Rob,,"Union Station, Stanton Park, Kingman Park",38.90347,-77.00076999999999,Entire home/apt,215,1,46,2020-02-08,6.08,1,72,20260,POINT (-77.00076999999999 38.90347)
36321336,"Capitol Hill Historic Castle 3BR, 4.5BA",17633,Charlotte (& Anna-Regina),,"Capitol Hill, Lincoln Park",38.89105,-76.99838000000001,Entire home/apt,300,2,1,2019-11-02,0.27,54,230,20003,POINT (-76.99838000000001 38.89105)
36331667,"Airy Foggy Bottom 1BR w/ Gym, Pool, W/D near World Bank by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90506,-77.0517,Entire home/apt,196,30,0,,,165,195,20036,POINT (-77.0517 38.90506)
36332206,Welcome to the Elliott Street Luxury Suite,108080929,Mark,,"Union Station, Stanton Park, Kingman Park",38.89759,-76.98654,Entire home/apt,200,4,7,2020-02-18,1.67,2,44,20002,POINT (-76.98654000000001 38.89759)
36340831,Best Summer Deal in DC!  $35/night (crashpad only),5884259,Aram,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.915440000000004,-77.00556,Private room,75,14,1,2019-08-07,0.15,2,235,20001,POINT (-77.00556 38.91544)
36341382,Perfect for visiting Washington DC!,63922350,Lucia,,"Capitol Hill, Lincoln Park",38.88847,-76.98971,Hotel room,100,1,19,2020-02-08,3.0,1,204,20003,POINT (-76.98971 38.88847)
36343589,"Historic & hip! Large, comfortable LOFT.",264990197,Griffen,,"Shaw, Logan Circle",38.91207,-77.01902,Entire home/apt,375,3,1,2019-11-27,0.34,6,22,20001,POINT (-77.01902 38.91207)
36344348,Charming Private bedroom and bathroom,148679475,Faysel,,Historic Anacostia,38.86083,-76.98789000000001,Private room,60,2,5,2020-01-31,0.83,2,53,20020,POINT (-76.98789000000001 38.86083)
36346798,Historic Gem in Great Location! Convention Center,264990197,Griffen,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91529,-77.01791,Entire home/apt,1350,2,0,,,6,0,20001,POINT (-77.01791 38.91529)
36348357,Comfy & Cozy w/ Master Ensuite,22801245,Selina And Veronica,,"Brightwood Park, Crestwood, Petworth",38.9506,-77.01642,Private room,60,1,3,2019-10-19,0.62,5,365,20011,POINT (-77.01642 38.9506)
36351097,Comfy & Quaint,22801245,Selina And Veronica,,"Brightwood Park, Crestwood, Petworth",38.95143,-77.01684,Private room,50,1,11,2019-11-19,1.42,5,334,20011,POINT (-77.01684 38.95143)
36351525,Cozy renovated private guest suite in DC!,36703291,Kelli,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95816,-76.99731,Entire home/apt,75,1,44,2020-01-26,5.69,1,66,20017,POINT (-76.99731 38.95816)
36352140,Comfy & Welcoming,22801245,Selina And Veronica,,"Brightwood Park, Crestwood, Petworth",38.94927,-77.01669,Private room,45,1,3,2019-12-09,0.39,5,358,20011,POINT (-77.01669 38.94927)
36356881,Do Drop IN,57938914,Kimberly,,"Brightwood Park, Crestwood, Petworth",38.95302,-77.01614000000001,Private room,69,5,4,2020-01-18,0.58,1,321,20011,POINT (-77.01614000000001 38.95302)
36372570,Charming Private Bedroom Steps from Georgetown,188700932,Isobel,,"Georgetown, Burleith/Hillandale",38.914559999999994,-77.07347,Private room,61,1,27,2020-01-10,3.62,3,0,20007,POINT (-77.07347 38.91455999999999)
36377714,(Sleeps 9) Large Lux Collection Row House 4B/4B,47927374,Ryan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.907090000000004,-77.01099,Entire home/apt,249,3,19,2020-01-30,2.54,3,84,20001,POINT (-77.01099000000001 38.90709)
36383363,Comfy spacious apartment,9351673,Allyson,,"Mayfair, Hillbrook, Mahaning Heights",38.90041,-76.94346999999999,Entire home/apt,100,1,1,2020-02-09,1.0,1,190,20019,POINT (-76.94346999999999 38.90041)
36384968,The Yoga Oasis,8991353,Ari,,"Capitol View, Marshall Heights, Benning Heights",38.877790000000005,-76.93222,Private room,50,1,30,2020-02-20,3.98,1,13,20019,POINT (-76.93222 38.87779)
36385552,"Nightlife, restaurants, metro, & more - 1 bed/bath",13545746,Eric (And Danny),,"Howard University, Le Droit Park, Cardozo/Shaw",38.915409999999994,-77.02251,Entire home/apt,93,2,31,2020-02-17,4.7,2,31,20001,POINT (-77.02251 38.91540999999999)
36389138,Lovely Garden Suite in Northwest DC,34304449,Janis,,"Brightwood Park, Crestwood, Petworth",38.94305,-77.02724,Entire home/apt,90,2,20,2019-12-15,2.76,1,61,20011,POINT (-77.02724000000001 38.94305)
36398576,Elegant Mount Vernon 1BR w/ Gym + 2 Pools near Chinatown by Blueground,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90078,-77.01694,Entire home/apt,155,30,0,,,165,176,20260,POINT (-77.01694000000001 38.90078)
36412404,Victorian Townhouse in the Heart of DC w/Parking,141191872,Jeff,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91316,-77.01093,Entire home/apt,225,1,1,2019-08-04,0.15,2,0,20001,POINT (-77.01093 38.91316)
36414607,COMFORT steps from Union Station + FREE PARKING,198612938,Sarah,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90038,-77.01138,Entire home/apt,129,1,37,2020-02-18,4.91,6,114,20260,POINT (-77.01138 38.90038)
36415873,Crosspoint at Parkside Place (Guestroom #2),264677835,Janet,,"River Terrace, Benning, Greenway, Dupont Park",38.88997,-76.94623,Private room,50,2,3,2019-08-05,0.39,2,87,20019,POINT (-76.94623 38.88997)
36417447,Walk to White House 2 bed 2 bath w/ King Bed!,5778691,Corbett,,"Dupont Circle, Connecticut Avenue/K Street",38.90614,-77.03528,Entire home/apt,349,1,49,2020-02-08,6.36,7,52,20005,POINT (-77.03528 38.90614)
36426562,Split level sleep 12 condo with private entrances!,265391427,Darryl,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86408,-76.96803,Entire home/apt,202,3,7,2020-02-17,1.52,6,76,20020,POINT (-76.96803 38.86408)
36440922,Entire Home: H Street Boutique Condo,14003321,Shelia,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90481,-76.98143,Entire home/apt,115,2,13,2020-02-16,1.76,1,172,20002,POINT (-76.98143 38.90481)
36448270,Cozy room in DC / 15 minutes from downtown.,34044509,Julio,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.911970000000004,-77.00385,Private room,72,7,2,2019-08-22,0.3,1,0,20001,POINT (-77.00385 38.91197)
36450131,Private Garden Retreat East Capitol Eastern Market,8008783,Cliff,,"Capitol Hill, Lincoln Park",38.89036,-76.99472,Entire home/apt,500,3,6,2020-01-30,0.95,51,209,20003,POINT (-76.99472 38.89036)
36450591,"President's Residence: Spacious 4BR, sleeps 14",16398871,Paul,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93229,-77.02594,Entire home/apt,350,1,30,2020-02-17,5.59,1,124,20010,POINT (-77.02594000000001 38.93229)
36450832,Most desirable neighborhood of Dupont Circle - DC,274063343,Rabia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91361,-77.04714,Private room,59,2,19,2020-02-16,2.89,1,65,20036,POINT (-77.04714 38.91361)
36451226,Contemporary Home near Capitol Hill,126975069,Shia,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86295,-76.96278000000001,Entire home/apt,143,2,25,2020-01-12,3.42,1,15,20020,POINT (-76.96278000000001 38.86295)
36455406,Modern English Basement Apt in Columbia Heights,7417755,Rafael,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93538,-77.03549,Entire home/apt,115,1,0,,,1,99,20010,POINT (-77.03549 38.93538)
36465968,Casita,50533340,Vanda Marcia,,"Brightwood Park, Crestwood, Petworth",38.95125,-77.01708,Entire home/apt,60,1,6,2019-10-13,0.82,2,0,20011,POINT (-77.01708000000001 38.95125)
36469812,☆Walk Score 92!★Free Parking☆Fast Wifi★Near Metro☆,37840808,Prenn,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92673,-77.02545,Entire home/apt,65,1,24,2020-02-21,5.18,1,56,20010,POINT (-77.02545000000001 38.92673)
36477417,"Gourgeous 2BR Apt, w/ Gym, Rtop Lounge + Free Park",241121781,Donnell,,"Union Station, Stanton Park, Kingman Park",38.90291,-77.00273,Entire home/apt,199,1,26,2020-01-31,3.53,5,17,20260,POINT (-77.00273 38.90291)
36488009,Beautiful Apt. in Capitol Hill!,274355228,Nicholas,,"Capitol Hill, Lincoln Park",38.88968,-76.98496,Entire home/apt,74,2,4,2019-08-09,0.55,1,0,20003,POINT (-76.98496 38.88968)
36512982,Slumber in Sophistication in Shaw ~ Sleeps 4 ~ 3 Min to Metro w/ Pking Pass!,46630199,Home Sweet City,,"Shaw, Logan Circle",38.91231,-77.02383,Entire home/apt,129,1,19,2020-01-16,2.6,64,156,20001,POINT (-77.02383 38.91231)
36519377,"Charming home adjacent AU, Metro, shops",274561445,Jeff,,"Friendship Heights, American University Park, Tenleytown",38.94955,-77.07493000000001,Entire home/apt,79,2,4,2019-12-03,0.59,1,41,20016,POINT (-77.07493000000001 38.94955)
36519416,In-Law suite | private entrance | Navy Yard Metro,71406059,Pete,,"Near Southeast, Navy Yard",38.87791,-77.00065,Entire home/apt,99,2,3,2019-10-28,0.47,1,52,20003,POINT (-77.00064999999999 38.87791)
36521507,Exclusive Stay Alfred at Varsity on K,114353388,Stay Alfred,,"West End, Foggy Bottom, GWU",38.90272,-77.05062,Entire home/apt,999,1,0,,,23,0,20036,POINT (-77.05062 38.90272)
36521515,Exuberant Stay Alfred at Varsity on K,114353388,Stay Alfred,,"West End, Foggy Bottom, GWU",38.90293,-77.05118,Entire home/apt,999,1,0,,,23,6,20036,POINT (-77.05118 38.90293)
36521688,DC Hideaway (Metro & Dining!),7036712,Liza,,"North Michigan Park, Michigan Park, University Heights",38.94023,-76.99361,Entire home/apt,58,2,52,2020-02-14,8.21,1,21,20017,POINT (-76.99361 38.94023)
36542173,Historic Rowhome - Just 3 miles from White House,274711711,Jeff,,"Brightwood Park, Crestwood, Petworth",38.942409999999995,-77.03451,Entire home/apt,200,5,0,,,1,173,20010,POINT (-77.03451 38.94241)
36543234,"Lovely 1BR Apartment in Shaw, Balcony + Parking",48005494,Zeus,,"Shaw, Logan Circle",38.91101,-77.02682,Entire home/apt,105,30,0,,,186,326,20001,POINT (-77.02682 38.91101)
36543439,"Darling 1BR Apartment in Shaw, Balcony + Parking",48005494,Zeus,,"Shaw, Logan Circle",38.90903,-77.02686,Entire home/apt,165,30,0,,,186,330,20001,POINT (-77.02686 38.90903)
36543601,"Charming 1BR Apartment in Shaw, Balcony + Parking",48005494,Zeus,,"Shaw, Logan Circle",38.90945,-77.02674,Entire home/apt,105,30,0,,,186,0,20001,POINT (-77.02674 38.90945)
36544572,"Private Room on Amazing Block, Logan Cir./14th ST",6250693,Jacob,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91503,-77.03404,Private room,95,1,5,2020-01-15,0.66,2,19,20009,POINT (-77.03404 38.91503)
36555455,Beautiful Renovated Home,3291650,Garvey,,"Capitol View, Marshall Heights, Benning Heights",38.885040000000004,-76.92049,Entire home/apt,200,3,10,2020-01-21,1.59,1,46,20019,POINT (-76.92049 38.88504)
36557175,Graduate Student Housing near Catholic University,186610137,D,,"Brightwood Park, Crestwood, Petworth",38.93952,-77.02651999999999,Private room,95,60,0,,,2,358,20010,POINT (-77.02651999999999 38.93952)
36558507,Graduate Student Housing Near Catholic University,186610137,D,,"Brightwood Park, Crestwood, Petworth",38.94093,-77.02588,Private room,90,60,0,,,2,365,20011,POINT (-77.02588 38.94093)
36560044,Stylish and convenient house all to yourselves,1425391,Maria,,"Takoma, Brightwood, Manor Park",38.978190000000005,-77.0251,Entire home/apt,99,2,9,2019-08-20,1.27,1,0,20012,POINT (-77.02509999999999 38.97819)
36560997,City Life❤️Close to DC Streetcar/Offstreet parking,155624532,Rochanne,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.900890000000004,-76.9758,Entire home/apt,192,3,18,2020-02-16,3.14,1,10,20002,POINT (-76.97580000000001 38.90089)
36589989,Chic 1B Apt | WiFi+Gym+Minutes to Metro | By GLS,30283594,Kara,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87746,-77.01678000000001,Entire home/apt,169,2,5,2020-02-09,0.77,40,321,20024,POINT (-77.01678000000001 38.87746)
36592527,Studio Apt | Gym+Next to Metro and Dining | By GLS,30283594,Kara,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.876509999999996,-77.01669,Entire home/apt,159,2,2,2020-01-12,0.71,40,324,20024,POINT (-77.01669 38.87651)
36595017,New! 1 bedroom apt in D.C.'s Penn Quarter,30283594,Kara,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89461,-77.02298,Entire home/apt,239,10,0,,,40,365,20004,POINT (-77.02298 38.89461)
36596036,1 Month Minimum Stays on Capitol Hill near Metro,69203193,Leyla And Matt,,"Union Station, Stanton Park, Kingman Park",38.89498,-76.99882,Entire home/apt,100,30,1,2019-12-14,0.42,27,281,20003,POINT (-76.99881999999999 38.89498)
36606875,Blue Ribbon Location with Views!!!,26230789,Peter,,"West End, Foggy Bottom, GWU",38.90101,-77.05445999999999,Entire home/apt,108,2,6,2020-01-27,0.83,1,22,20006,POINT (-77.05445999999999 38.90101)
36607174,Shaw Studio Gemstone,145381264,Nathan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91746,-77.03015,Entire home/apt,140,2,19,2020-01-26,2.66,1,22,20009,POINT (-77.03015000000001 38.91746)
36608550,Stunning & Luxurious 2 Bedroom DuPont Circle,39930655,Nicole &,,"Dupont Circle, Connecticut Avenue/K Street",38.911570000000005,-77.03809,Entire home/apt,375,2,38,2020-02-01,5.35,62,112,20036,POINT (-77.03809 38.91157)
36631378,"MI CASA, TU CASA-3Rooms 1King/2Queens Free Parking",260135411,Marvin,,"Capitol View, Marshall Heights, Benning Heights",38.87663,-76.9392,Private room,150,2,7,2020-01-19,0.99,5,73,20019,POINT (-76.9392 38.87663)
36635630,Room for One,44706521,David,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.930640000000004,-77.02343,Private room,40,15,4,2020-01-25,0.55,7,35,20010,POINT (-77.02343 38.93064)
36639070,City Population,254211844,James,,"Union Station, Stanton Park, Kingman Park",38.90088,-76.98911,Entire home/apt,175,2,4,2019-10-20,0.57,3,0,20002,POINT (-76.98911 38.90088)
36639553,The Best Location For Washington DC Visits,6278912,Mike,,"Capitol Hill, Lincoln Park",38.88374,-76.9911,Entire home/apt,189,1,0,,,1,270,20003,POINT (-76.9911 38.88374)
36642218,Comfortable & Convenient 1BR Condo in Logan Circle,129904892,Louis,,"Shaw, Logan Circle",38.90648,-77.02883,Entire home/apt,125,1,18,2020-02-16,5.0,1,0,20005,POINT (-77.02883 38.90648)
36653204,"Spacious, Modern Shaw APT!",151809562,James,,"Shaw, Logan Circle",38.91088,-77.01836999999999,Entire home/apt,100,2,25,2020-02-17,3.71,1,40,20001,POINT (-77.01836999999999 38.91088)
36664645,Ej’ crib,227313404,Efrain,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.918479999999995,-77.00083000000001,Entire home/apt,80,1,0,,,1,173,20001,POINT (-77.00083000000001 38.91848)
36687117,"14 Flr Luxurious apt w garage parking, sleeps 4",39839267,Sergio,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89987,-77.01571,Entire home/apt,115,3,20,2019-12-01,2.96,1,0,20260,POINT (-77.01571 38.89987)
36694158,Brand NEW 2019 MODERN  English APT Walk to Metro,392506,Himo,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92866,-77.03149,Entire home/apt,150,3,9,2020-01-02,1.35,3,256,20010,POINT (-77.03149000000001 38.92866)
36694782,The Capitol Hill Getaway,192319570,Amelia,,"Union Station, Stanton Park, Kingman Park",38.89803,-76.99335,Entire home/apt,111,2,36,2020-02-01,4.98,1,129,20002,POINT (-76.99335000000001 38.89803)
36700051,Rock creek oasis,138962662,Deborah,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93442,-77.04405,Entire home/apt,118,2,22,2020-01-21,3.13,1,78,20010,POINT (-77.04405 38.93442)
36702023,Charming 14th St. neighborhood Apartment,1598925,Courtney,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.920609999999996,-77.03390999999999,Entire home/apt,125,4,2,2019-10-21,0.38,1,47,20009,POINT (-77.03390999999999 38.92061)
36702045,The Studio at La Maison 840,100919950,Jasmine,,"Congress Heights, Bellevue, Washington Highlands",38.83266,-76.99328,Entire home/apt,75,2,8,2020-02-17,1.56,1,73,20032,POINT (-76.99328 38.83266)
36703204,Luxurious 2 beds 1 bath top unit. Complete privacy,127435494,Chawisa,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90705,-76.9812,Entire home/apt,105,3,31,2020-01-26,4.6,1,61,20002,POINT (-76.9812 38.90705)
36705115,Spacious Capitol Hill English Basement,29412108,Emily,,"Capitol Hill, Lincoln Park",38.88705,-76.98684,Entire home/apt,97,2,6,2019-11-09,1.13,1,82,20003,POINT (-76.98684 38.88705)
36720015,Cozy Home Away From Home!,209748244,Jalecia,,"Brightwood Park, Crestwood, Petworth",38.94785,-77.02533000000001,Entire home/apt,70,2,20,2020-02-15,4.29,1,160,20011,POINT (-77.02533000000001 38.94785)
36723220,Best Value Adams Morgan ~ Sleeps 4 ~ Parking Pass!,276020452,Shai,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92132,-77.03905999999999,Entire home/apt,99,2,11,2019-12-17,1.77,1,30,20009,POINT (-77.03905999999999 38.92132)
36731350,Extended stay in Historic Rowhouse Capitol Hill,105541220,Hayley,,"Capitol Hill, Lincoln Park",38.8854,-76.99828000000001,Private room,65,90,0,,,1,83,20003,POINT (-76.99828000000001 38.8854)
36751186,Sunny one-bedroom apartment in the heart of DC,21955861,Natalie,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90442,-77.02775,Entire home/apt,100,2,8,2020-02-09,1.18,1,2,20005,POINT (-77.02775 38.90442)
36754646,Beautiful rowhouse in charming DC neighborhood,22926817,Alex,,"Union Station, Stanton Park, Kingman Park",38.90285,-76.99499,Private room,200,1,0,,,1,0,20002,POINT (-76.99499 38.90285)
36757610,Lux 2 Bedroom Apt in Southwest DC w/gym & WiFi,9419684,Mike,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87573,-77.01550999999999,Entire home/apt,299,3,0,,,12,181,20024,POINT (-77.01550999999999 38.87573)
36761105,Newly renovated English Basement in Bloomingdale,276316214,Elizabeth,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91965,-77.01363,Entire home/apt,125,1,37,2020-02-08,5.39,1,141,20001,POINT (-77.01363000000001 38.91965)
36770057,Sunny Apartment in Adams Morgan,94211407,Sima,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92541,-77.0381,Entire home/apt,100,1,3,2019-08-25,0.45,1,0,20009,POINT (-77.0381 38.92541)
36772403,DC Colonial King Suite,276412829,Kay,,"Takoma, Brightwood, Manor Park",38.96412,-77.0184,Entire home/apt,325,2,8,2020-01-19,1.14,1,76,20011,POINT (-77.0184 38.96412)
36773447,4br/3.5 ba Petworth Rowhouse w/parking and garden.,35480715,Maya,,"Brightwood Park, Crestwood, Petworth",38.95445,-77.02078,Entire home/apt,210,2,8,2019-12-29,1.36,3,91,20011,POINT (-77.02078 38.95445)
36774759,Designer duplex + rooftop (private room),14450618,Rob,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92754,-77.02219000000001,Private room,130,2,21,2019-12-12,3.1,2,58,20010,POINT (-77.02219000000001 38.92754)
36789289,It’s like 5 STAR hotel*****,49874210,Natnael (Nate),,"Capitol View, Marshall Heights, Benning Heights",38.88415,-76.9264,Entire home/apt,325,1,12,2020-02-17,5.71,1,95,20019,POINT (-76.9264 38.88415)
36791323,"Sweet 1BR Apartment in Shaw, Balcony + Parking",48005494,Zeus,,"Shaw, Logan Circle",38.909240000000004,-77.02604000000001,Entire home/apt,164,30,0,,,186,331,20001,POINT (-77.02604000000001 38.90924)
36801219,Cozy 3 Bdrm Historic Carriage House with Parking!,29980292,Andrew,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93308,-77.0407,Entire home/apt,173,1,65,2020-02-20,9.85,1,98,20010,POINT (-77.0407 38.93308)
36806293,Right next to Capitol Building; The Center of DC,158188029,Matthew,,"Capitol Hill, Lincoln Park",38.89113,-77.00305999999999,Entire home/apt,150,2,11,2020-01-18,1.57,1,0,20003,POINT (-77.00305999999999 38.89113)
36832262,"Private Rm in a Classic, Modern and Stylish Area",122056869,Innocent,,"Shaw, Logan Circle",38.90583,-77.02899000000001,Private room,85,2,1,2020-01-28,1.0,1,37,20005,POINT (-77.02899000000001 38.90583)
36843557,"1-BR with Doorman, Kosher kitchen in Dupont",2626375,Ben,,"West End, Foggy Bottom, GWU",38.90737,-77.04827,Entire home/apt,99,2,10,2019-12-05,1.92,1,0,20036,POINT (-77.04827 38.90737)
36845622,PERFECTLY ★ Located 2BR ☆ Condo Near Capitol,257036056,Will,,"Capitol Hill, Lincoln Park",38.88199,-76.99022,Entire home/apt,133,2,0,,,23,143,20003,POINT (-76.99021999999999 38.88199)
36846331,Spacious ★ Two Floor COZY 3 BR Home ☆ FREE Parking,276944253,Oliver,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90485,-76.99070999999999,Entire home/apt,181,2,8,2020-01-12,1.12,15,0,20002,POINT (-76.99070999999999 38.90485)
36860107,Modern D.C. Townhouse - Walk to Georgetown U!,122382567,Evolve,,"Georgetown, Burleith/Hillandale",38.91401,-77.0691,Entire home/apt,270,2,5,2020-01-19,0.71,20,240,20007,POINT (-77.06910000000001 38.91401)
36864307,"Modern 1BR in NoMa, Gym + Rooftop Pool by Zeus",48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.90453,-77.00568,Entire home/apt,147,30,0,,,186,122,20260,POINT (-77.00568 38.90453)
36864372,"Modern Studio in NoMa DC, Gym + Concierge by Zeus",48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.90462,-77.00591999999999,Entire home/apt,123,30,0,,,186,17,20260,POINT (-77.00591999999999 38.90462)
36864471,"Fantastic Studio in NoMa, Gym + Rooftop Pool",48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.904759999999996,-77.00648000000001,Entire home/apt,135,30,0,,,186,112,20260,POINT (-77.00648000000001 38.90476)
36865155,"Modern Studio in DC, Gym + Pool Deck by Zeus",48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.90132,-76.99714,Entire home/apt,111,30,0,,,186,117,20002,POINT (-76.99714 38.90132)
36865211,"Chic Studio in DC, Gym + Pool Deck by Zeus",48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.90161,-76.99784,Entire home/apt,111,30,0,,,186,29,20002,POINT (-76.99784 38.90161)
36865261,"Elegant Studio in DC, Gym + Pool Deck by Zeus",48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.90079,-76.99732,Entire home/apt,111,30,1,2020-01-22,0.94,186,106,20002,POINT (-76.99732 38.90079)
36870710,Dreamy Georgetown 1BR w/ storage space near Montrose Park by Blueground,107434423,Blueground,,"Georgetown, Burleith/Hillandale",38.91194,-77.06106,Entire home/apt,155,30,0,,,165,281,20036,POINT (-77.06106 38.91194)
36872441,Quiet room in Columbia Heights in the Mango House,17495733,Cynthia,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92304,-77.02901,Private room,60,3,20,2020-01-18,2.93,1,163,20010,POINT (-77.02901 38.92304)
36894177,Elegant Kalorama 1BR w/ W/D + storage near Adams Morgan by Blueground,107434423,Blueground,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91952,-77.04611,Entire home/apt,163,30,0,,,165,73,20009,POINT (-77.04611 38.91952)
36901164,Bright Modern Columbia Heights Top Floor Apartment,62051638,Matthew,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93339,-77.03015,Entire home/apt,60,2,12,2020-02-02,1.76,1,4,20010,POINT (-77.03015000000001 38.93339)
36904028,Master bedroom in a beautiful house,22198100,Bez,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.911970000000004,-77.00628,Private room,100,5,0,,,5,350,20001,POINT (-77.00628 38.91197)
36905891,Urban jungle in the heart of D.C.,61685055,Luis,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.0389,Entire home/apt,111,3,0,,,1,28,20009,POINT (-77.0389 38.92238)
36909059,New Capitol Hill Garden Apartment - Lots of Light,60251899,Bradley,,"Capitol Hill, Lincoln Park",38.88149,-77.00211999999999,Entire home/apt,99,2,18,2020-02-09,3.02,1,136,20003,POINT (-77.00211999999999 38.88149)
36914105,"Modern 1BR Condo in DC near Metro, Pet-Friendly",48005494,Zeus,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9238,-77.04415,Entire home/apt,145,30,0,,,186,0,20009,POINT (-77.04415 38.9238)
36916792,5BD Georgetown Townhouse with Private Patio!,256546049,Randel,,"Georgetown, Burleith/Hillandale",38.90279,-77.05846,Entire home/apt,999,2,18,2020-02-02,2.77,1,270,20036,POINT (-77.05846 38.90279)
36930675,"❤️Heart Dupont❤️ Modern Look, 48"" TV, 97 Walkscore",487806,Stay BnB DC,,"Dupont Circle, Connecticut Avenue/K Street",38.91127,-77.04762,Entire home/apt,78,2,1,2019-10-22,0.24,27,48,20036,POINT (-77.04761999999999 38.91127)
36937350,Spacious studio in a wonderful location,96323346,Eduardo,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92729,-77.05288,Entire home/apt,60,10,0,,,1,0,20008,POINT (-77.05288 38.92729)
